84;Libro;Offi-Esco;2UAHG7;157500.00
85;Color;Xerox;5KMLK3;177000.00
86;Color;Norma;AYOP/G;132000.00
87;Plumón;Offi-Esco;4O-T94;163000.00
88;Corrector;Paper-Mate;/RGRU3;115500.00
89;Block;Bic;FJL1-W;185500.00
90;Cuaderno;Norma;6EVVYR;124500.00
91;Lámina;Bic;ZEBJVE;116000.00
92;Block;Xerox;LL3I73;123500.00
93;Corrector;Pelikan;43P3X5;54500.00
94;Lámina;Offi-Esco;V6VS67;71500.00
95;Color;Condor;MYQ6K3;41000.00
96;Hojas;Condor;YP7RBS;124500.00
97;Lápiz;Condor;8VI6F8;140500.00
98;Pincel;Offi-Esco;0VEYBM;135000.00
99;Block;Kilométrico;IZJL3J;134500.00
100;Corrector;Bic;K3W37T;148500.00
101;Libro;Offi-Esco;/GHHKY;104500.00
102;Libro;Condor;50DK4F;114500.00
103;Esfero;Condor;/PS/L9;90000.00
104;Cuaderno;Paper-Mate;VZOM8C;187500.00
105;Lámina;Faber-Castell;U1DM63;43000.00
106;Carpeta;Pelikan;K/-GM6;83000.00
107;Pincel;Kilométrico;/0X85H;93500.00
108;Lámina;Norma;XIT1MJ;195000.00
109;Pincel;Norma;4DHM-4;51000.00
110;Plumón;Norma;LDAGDK;42000.00
111;Block;Paper-Mate;KKXXAO;46000.00
112;Cuaderno;Bic;EICGH-;68500.00
113;Cuaderno;Kilométrico;VD2S5E;100000.00
114;Plumón;Pelikan;TG480R;193000.00
115;Lápiz;Norma;492XLV;68500.00
116;Pincel;Kilométrico;T5XC98;76000.00
117;Corrector;Paper-Mate;IVFIIK;103500.00
118;Borrador;Offi-Esco;V6IOH3;175000.00
119;Esfero;Bic;9-T9LI;61500.00
120;Lámina;Paper-Mate;BF6Y/W;65000.00
121;Carpeta;Paper-Mate;RMSJHB;62500.00
122;Lápiz;Condor;T5PUI7;94000.00
123;Libro;Kilométrico;U98YDY;193500.00
124;Cuaderno;Xerox;IZ6MG1;118500.00
125;Cuaderno;Faber-Castell;5RHG37;199500.00
126;Lápiz;Condor;ZIZ/K0;138500.00
127;Lápiz;Pelikan;DUAWKE;117000.00
128;Pincel;Faber-Castell;B4QMBD;164500.00
129;Corrector;Kilométrico;TC51Z/;109000.00
130;Esfero;Paper-Mate;YID513;177000.00
131;Cuaderno;Faber-Castell;5B62-G;164000.00
132;Pincel;Kilométrico;TB6L7D;164000.00
133;Block;Norma;0CXAFJ;169500.00
134;Color;Pelikan;263OT6;41000.00
135;Lámina;Xerox;3QDR98;157000.00
136;Pincel;Offi-Esco;ECB/E6;46500.00
137;Colbón;Xerox;HWYM9E;91000.00
138;Pincel;Condor;56J0KL;122000.00
139;Pincel;Pelikan;QB2MKT;167500.00
140;Lápiz;Kilométrico;V2UZKZ;99500.00
141;Color;Xerox;-GF-EK;156500.00
142;Color;Condor;7ETRHQ;200000.00
143;Hojas;Condor;SWA5VW;68000.00
144;Carpeta;Paper-Mate;R8OLM1;167500.00
145;Color;Kilométrico;SSZJY/;85000.00
146;Lámina;Norma;G3L3Z7;108000.00
147;Lámina;Paper-Mate;IUOKTY;185500.00
148;Libro;Kilométrico;WMTSZZ;112500.00
149;Borrador;Paper-Mate;L8-AX9;177500.00
150;Plumón;Faber-Castell;2MBF50;100500.00
151;Hojas;Offi-Esco;M7-1OY;147500.00
152;Lápiz;Bic;8R6PMP;133000.00
153;Colbón;Faber-Castell;R7ZDQ1;123500.00
154;Colbón;Faber-Castell;0GHTDM;67500.00
155;Colbón;Norma;PKO2OG;85500.00
156;Lámina;Norma;7E/PVB;135000.00
157;Pincel;Norma;V9IYIT;126000.00
158;Pincel;Bic;IGDKHV;138000.00
159;Block;Kilométrico;UMLI22;44500.00
160;Hojas;Condor;DCM56Q;124500.00
161;Hojas;Paper-Mate;LT1WJ-;117000.00
162;Plumón;Pelikan;PPY61Y;46000.00
163;Colbón;Norma;JC6FX6;88500.00
164;Corrector;Kilométrico;CDAP04;79000.00
165;Esfero;Pelikan;8Z4M0B;185000.00
166;Lápiz;Paper-Mate;J7BR3E;143500.00
167;Esfero;Norma;E5XWKD;142000.00
168;Cuaderno;Faber-Castell;X/PTZ/;163500.00
169;Colbón;Xerox;YXCXII;125500.00
170;Plumón;Bic;0M9Y00;59000.00
171;Colbón;Xerox;9DET/X;181500.00
172;Esfero;Faber-Castell;0T9BZA;124000.00
173;Plumón;Pelikan;QIMDCU;103000.00
174;Lámina;Condor;5/-MP3;57500.00
175;Color;Condor;H5YH/I;62000.00
176;Color;Norma;RQQ/DA;181500.00
177;Carpeta;Faber-Castell;8X1ODD;96000.00
178;Plumón;Norma;FD367F;175000.00
179;Esfero;Paper-Mate;88J58U;165500.00
180;Pincel;Bic;V6OQT8;158500.00
181;Block;Paper-Mate;FWTK49;114000.00
182;Plumón;Pelikan;YJH94B;152000.00
183;Pincel;Pelikan;V3M8VQ;105500.00
184;Color;Paper-Mate;FSOXGC;165500.00
185;Carpeta;Pelikan;VQ49QI;140500.00
186;Block;Pelikan;HL1A/3;42500.00
187;Block;Offi-Esco;06134L;153500.00
188;Esfero;Norma;L135HQ;57500.00
189;Block;Bic;3LF4OZ;122000.00
190;Libro;Bic;J4SIWJ;130000.00
191;Plumón;Kilométrico;6RKJJM;121000.00
192;Esfero;Xerox;3B3C63;58500.00
193;Block;Faber-Castell;DXK3L6;142500.00
194;Corrector;Bic;926KLQ;110000.00
195;Libro;Pelikan;GL1TMK;56500.00
196;Lápiz;Paper-Mate;W6-PEZ;70000.00
197;Corrector;Bic;Q24DXC;158500.00
198;Borrador;Bic;PJREY8;186500.00
199;Pincel;Faber-Castell;BO90/5;127000.00
200;Plumón;Norma;-LQ9DE;165500.00
201;Plumón;Xerox;12QQ0D;133000.00
202;Carpeta;Bic;YGARSR;136500.00
203;Block;Paper-Mate;PQ2-V3;93500.00
204;Plumón;Offi-Esco;AE5CO6;95500.00
205;Block;Paper-Mate;MOLXFJ;81500.00
206;Lámina;Kilométrico;S8V/MH;168000.00
207;Cuaderno;Norma;V39OD8;150500.00
208;Hojas;Norma;SLW3DX;57500.00
209;Libro;Kilométrico;/UAJQ6;162500.00
210;Lámina;Condor;WASPKI;61000.00
211;Color;Offi-Esco;C19D64;117500.00
212;Color;Norma;IMX-XQ;71500.00
213;Colbón;Faber-Castell;TAE2WT;151000.00
214;Colbón;Norma;B20C/V;58500.00
215;Plumón;Bic;1MO517;60000.00
216;Borrador;Bic;PXF2HS;65500.00
217;Lápiz;Kilométrico;D96IPC;56000.00
218;Corrector;Faber-Castell;15P1V4;158500.00
219;Corrector;Pelikan;SO87ZK;167000.00
220;Esfero;Bic;O8OA6O;132500.00
221;Plumón;Condor;SJ/92W;161000.00
222;Cuaderno;Pelikan;BM2ACB;134000.00
223;Lápiz;Offi-Esco;16CMQM;99500.00
224;Carpeta;Bic;VS-1G3;137000.00
225;Libro;Paper-Mate;6HJDGW;109500.00
226;Carpeta;Faber-Castell;YBXAQS;172000.00
227;Color;Paper-Mate;64WCXL;184500.00
228;Block;Faber-Castell;696-QC;149000.00
229;Lápiz;Bic;8PRH78;82000.00
230;Carpeta;Pelikan;2K278Y;123000.00
231;Carpeta;Xerox;UVL-HJ;122500.00
232;Borrador;Pelikan;7ZMKOA;169000.00
233;Lámina;Xerox;WRZO2F;103500.00
234;Colbón;Faber-Castell;A-1AG9;117500.00
235;Block;Paper-Mate;DA77-Y;40000.00
236;Esfero;Condor;KJZTEM;43500.00
237;Pincel;Offi-Esco;Z6T5LM;62500.00
238;Borrador;Kilométrico;6ZID2R;152500.00
239;Carpeta;Kilométrico;QMS0O0;184500.00
240;Colbón;Kilométrico;GIKE9T;125500.00
241;Color;Offi-Esco;V7RK2R;136500.00
242;Colbón;Pelikan;16H72-;94000.00
243;Hojas;Norma;/YKS9R;92500.00
244;Pincel;Offi-Esco;TUQRVI;199000.00
245;Block;Kilométrico;O4L0FU;180500.00
246;Block;Paper-Mate;W8FL1Y;159500.00
247;Color;Paper-Mate;62-/8D;197500.00
248;Colbón;Norma;GBC-86;156500.00
249;Plumón;Pelikan;G-ISXE;49000.00
250;Carpeta;Condor;B6ST-A;175000.00
251;Colbón;Xerox;AOY71L;165000.00
252;Lápiz;Condor;BX08WB;153500.00
253;Hojas;Paper-Mate;6F7KZS;186000.00
254;Pincel;Paper-Mate;AQD24E;98500.00
255;Carpeta;Pelikan;B9YY-G;174000.00
256;Plumón;Paper-Mate;G2BG1Q;148000.00
257;Pincel;Faber-Castell;MRQ5AD;186000.00
258;Color;Offi-Esco;78SOXF;67500.00
259;Lápiz;Norma;Q9GSR6;59500.00
260;Carpeta;Paper-Mate;DVMPEG;41500.00
261;Plumón;Offi-Esco;G6-J/H;156500.00
262;Lámina;Condor;XW7Y9P;141500.00
263;Libro;Faber-Castell;ZX/I1V;165000.00
264;Color;Offi-Esco;3JWAO4;151000.00
265;Pincel;Kilométrico;359/03;150000.00
266;Borrador;Paper-Mate;DHL/1F;46000.00
267;Esfero;Xerox;S-44TG;166500.00
268;Pincel;Pelikan;PL937K;108500.00
269;Color;Xerox;5ZXYUT;73000.00
270;Lápiz;Norma;33HF9J;84500.00
271;Libro;Offi-Esco;3-EV7D;197000.00
272;Esfero;Offi-Esco;DA90KI;132000.00
273;Block;Pelikan;/V6DYD;96000.00
274;Pincel;Condor;M8BRU9;169500.00
275;Hojas;Paper-Mate;GCSIZT;56000.00
276;Colbón;Pelikan;V3K/WD;103500.00
277;Hojas;Pelikan;LS21HJ;172500.00
278;Hojas;Xerox;DPI078;189500.00
279;Cuaderno;Condor;EHYE92;78500.00
280;Color;Paper-Mate;/PD-CI;59500.00
281;Borrador;Paper-Mate;IFX8QL;197000.00
282;Plumón;Pelikan;MUXC1R;171000.00
283;Esfero;Xerox;76H/UZ;186500.00
284;Colbón;Offi-Esco;FEC/Y/;141500.00
285;Lápiz;Offi-Esco;Q6UCFI;183500.00
286;Lámina;Offi-Esco;RPOP5B;146000.00
287;Block;Norma;3JOZBW;179500.00
288;Color;Faber-Castell;WMYYQM;40000.00
289;Cuaderno;Xerox;1WT/36;77500.00
290;Corrector;Pelikan;3T90C/;189500.00
291;Color;Bic;4SXZHW;64000.00
292;Esfero;Bic;UV//M/;116500.00
293;Lámina;Norma;94GGQ4;149000.00
294;Plumón;Xerox;3WBZ-6;157000.00
295;Block;Faber-Castell;/3DYV1;71000.00
296;Carpeta;Faber-Castell;6449JR;186000.00
297;Pincel;Faber-Castell;GP2S9R;52500.00
298;Esfero;Pelikan;QWXV9S;138500.00
299;Color;Condor;QCBE99;162500.00
300;Carpeta;Paper-Mate;PVBL0A;161500.00
301;Borrador;Pelikan;B8WPWT;179000.00
302;Color;Paper-Mate;HDXDM0;73000.00
303;Borrador;Kilométrico;31FV/T;47000.00
304;Carpeta;Kilométrico;W3VL2-;125500.00
305;Hojas;Kilométrico;P0IJJR;148000.00
306;Borrador;Pelikan;UA6AEU;197000.00
307;Pincel;Kilométrico;UI82MF;127500.00
308;Esfero;Faber-Castell;SYBYWC;159500.00
309;Color;Pelikan;ULJQ5Q;143000.00
310;Borrador;Pelikan;1KR1OE;157500.00
311;Plumón;Xerox;1LE3/J;87500.00
312;Libro;Faber-Castell;UXGVKW;135000.00
313;Corrector;Norma;R3DJFD;80500.00
314;Color;Faber-Castell;RRBY63;129500.00
315;Pincel;Bic;VQO0F7;91500.00
316;Colbón;Faber-Castell;R70XGF;92000.00
317;Esfero;Paper-Mate;FI50WH;53000.00
318;Color;Kilométrico;2XRCAW;182000.00
319;Plumón;Condor;HRQ68L;40500.00
320;Color;Kilométrico;FW9XL5;111500.00
321;Cuaderno;Pelikan;UUW4ZV;195500.00
322;Borrador;Bic;MDY6/P;191500.00
323;Colbón;Kilométrico;-9AK0B;65000.00
324;Pincel;Offi-Esco;-6ALY5;141000.00
325;Cuaderno;Bic;OCUW7-;142500.00
326;Lápiz;Pelikan;E8XLZS;170000.00
327;Carpeta;Xerox;Z8UK/9;60500.00
328;Esfero;Norma;P1HTKX;152000.00
329;Hojas;Condor;J42BZM;63000.00
330;Plumón;Faber-Castell;VD9KTF;83500.00
331;Pincel;Xerox;62DJR7;185000.00
332;Libro;Kilométrico;QMQ/YO;79500.00
333;Borrador;Faber-Castell;UOB5E7;174000.00
334;Hojas;Paper-Mate;V3A2IW;43500.00
335;Color;Kilométrico;40EXFZ;94000.00
336;Carpeta;Pelikan;RVHMBI;48500.00
337;Carpeta;Norma;K1P6QF;129500.00
338;Cuaderno;Xerox;1O4W-D;97500.00
339;Cuaderno;Kilométrico;-Z7DUZ;51500.00
340;Cuaderno;Condor;56UT01;160500.00
341;Carpeta;Condor;L-C/BB;49500.00
342;Hojas;Xerox;0XW396;78500.00
343;Cuaderno;Condor;X78S3L;192000.00
344;Lápiz;Bic;29O33I;183000.00
345;Plumón;Pelikan;Z/OXBI;54000.00
346;Esfero;Kilométrico;O1YMJY;119000.00
347;Block;Kilométrico;9WXS1Y;107500.00
348;Libro;Norma;9ZTD7I;41500.00
349;Hojas;Pelikan;Z/YRM1;94000.00
350;Hojas;Faber-Castell;/GRQO8;79500.00
351;Lámina;Bic;A6-RHB;112000.00
352;Colbón;Pelikan;H9WFM8;169000.00
353;Lámina;Xerox;DJ7WFQ;128500.00
354;Carpeta;Condor;CKBJ3K;130000.00
355;Plumón;Pelikan;68JLAU;182000.00
356;Block;Norma;JKVIX0;98500.00
357;Block;Pelikan;RGT950;162000.00
358;Cuaderno;Kilométrico;VZ5AWY;56500.00
359;Lámina;Faber-Castell;CT9F-J;138000.00
360;Esfero;Xerox;SWQA68;111500.00
361;Colbón;Kilométrico;CY2JV5;123000.00
362;Esfero;Bic;Z8QYE8;148000.00
363;Esfero;Pelikan;XBI8M4;61000.00
364;Esfero;Kilométrico;OJSZV0;143000.00
365;Plumón;Offi-Esco;AV-3XX;134500.00
366;Pincel;Xerox;7VGGO4;56500.00
367;Lámina;Condor;T4A-EU;182000.00
368;Block;Condor;7/FP9M;123000.00
369;Lápiz;Kilométrico;6UFOM-;90000.00
370;Libro;Pelikan;V5YOV9;119500.00
371;Block;Paper-Mate;GCF57-;96000.00
372;Lápiz;Offi-Esco;EJKVZ8;186000.00
373;Libro;Xerox;35HBMG;135500.00
374;Esfero;Offi-Esco;ML556E;198500.00
375;Esfero;Norma;U0LG99;82500.00
376;Block;Faber-Castell;M/8PRX;114000.00
377;Lápiz;Offi-Esco;65Q/K4;72500.00
378;Plumón;Xerox;J8D6VW;68000.00
379;Cuaderno;Bic;7MY81R;48000.00
380;Libro;Norma;J-XAQT;148500.00
381;Colbón;Bic;DVHG9K;107500.00
382;Plumón;Offi-Esco;1H6EIL;194000.00
383;Borrador;Offi-Esco;V-3/ZO;50500.00
384;Pincel;Offi-Esco;-9JLI0;188000.00
385;Colbón;Kilométrico;HSEDUB;41000.00
386;Esfero;Condor;Y5HABG;45500.00
387;Block;Xerox;WEXWEL;166000.00
388;Carpeta;Condor;6G/5HQ;84500.00
389;Carpeta;Condor;CG5T-Y;60000.00
390;Corrector;Condor;AQ-3KO;66000.00
391;Cuaderno;Faber-Castell;FODVLC;176000.00
392;Colbón;Paper-Mate;HSQT/V;187500.00
393;Pincel;Faber-Castell;Q2F-S8;47000.00
394;Carpeta;Xerox;J3YD/E;82500.00
395;Colbón;Xerox;5JXVZ5;96500.00
396;Pincel;Faber-Castell;WJQ46W;73000.00
397;Carpeta;Norma;/HX5T3;129000.00
398;Hojas;Offi-Esco;P4TBI5;190000.00
399;Plumón;Pelikan;JX5AO3;169500.00
400;Corrector;Bic;3EZ16J;99000.00
401;Borrador;Faber-Castell;00SU9L;104500.00
402;Pincel;Condor;MK0J7E;153500.00
403;Pincel;Paper-Mate;WRWUCL;56500.00
404;Carpeta;Bic;VOZ9Z8;161500.00
405;Libro;Offi-Esco;ESOKXY;127500.00
406;Corrector;Paper-Mate;-K6JCI;189000.00
407;Color;Condor;J7P6QU;142500.00
408;Lámina;Norma;LEOTT9;142500.00
409;Hojas;Bic;/BWZ86;188500.00
410;Cuaderno;Bic;TAAGBF;150500.00
411;Borrador;Offi-Esco;381UYA;173500.00
412;Libro;Xerox;17UZX1;129500.00
413;Libro;Pelikan;RO-I9K;186000.00
414;Block;Kilométrico;U5262K;128000.00
415;Color;Norma;X6EK3A;101000.00
416;Block;Bic;3WE9YD;76500.00
417;Libro;Paper-Mate;SL/IX1;197500.00
418;Esfero;Xerox;RX48DC;193000.00
419;Pincel;Offi-Esco;V5IQ4D;140500.00
420;Colbón;Norma;YJ9Q-3;190000.00
421;Colbón;Bic;3EACL2;116500.00
422;Pincel;Norma;UXH2B8;138000.00
423;Lápiz;Xerox;42GMW3;42000.00
424;Cuaderno;Condor;K1Z1BK;95000.00
425;Block;Kilométrico;HHLG7H;96000.00
426;Colbón;Bic;KV802J;83000.00
427;Colbón;Offi-Esco;JHK7CI;130000.00
428;Block;Paper-Mate;3TLYSF;194000.00
429;Corrector;Bic;8QW/A1;64500.00
430;Carpeta;Kilométrico;9J-ETH;171500.00
431;Colbón;Faber-Castell;R953XA;175000.00
432;Borrador;Norma;DM3U2Z;134000.00
433;Esfero;Pelikan;XK6I2X;79000.00
434;Hojas;Faber-Castell;PQ/33Y;43500.00
435;Borrador;Xerox;U5UK50;195000.00
436;Colbón;Xerox;5HH1US;94500.00
437;Libro;Kilométrico;877AWL;186500.00
438;Corrector;Paper-Mate;29K6TV;46500.00
439;Colbón;Xerox;CCF6K9;48500.00
440;Cuaderno;Xerox;YMY9S5;144500.00
441;Colbón;Norma;QJB8P-;112500.00
442;Block;Condor;9-QP/0;176500.00
443;Esfero;Paper-Mate;W1P-8S;160000.00
444;Esfero;Condor;PVIEJ/;167000.00
445;Lápiz;Kilométrico;L3PGRP;155000.00
446;Colbón;Pelikan;59MXES;128500.00
447;Colbón;Offi-Esco;DSBKHM;105000.00
448;Plumón;Norma;1WGRWM;161000.00
449;Borrador;Bic;ZFB08F;141000.00
450;Lámina;Offi-Esco;YUFTWS;74500.00
451;Lápiz;Paper-Mate;-1M11Z;132500.00
452;Pincel;Bic;QGE044;175500.00
453;Lámina;Faber-Castell;GDIXYX;179500.00
454;Carpeta;Bic;P90RHG;41500.00
455;Colbón;Kilométrico;9YDEGJ;119500.00
456;Libro;Pelikan;EYPAY8;96000.00
457;Plumón;Norma;434S6K;192000.00
458;Block;Faber-Castell;Y---/B;185500.00
459;Lámina;Offi-Esco;02Z/E-;156500.00
460;Carpeta;Paper-Mate;BEDUDR;98000.00
461;Block;Offi-Esco;3IRVFJ;58500.00
462;Lámina;Bic;6FYCDC;120000.00
463;Hojas;Offi-Esco;55R61Q;195500.00
464;Lámina;Condor;24O9L3;137500.00
465;Colbón;Norma;06MFWU;195000.00
466;Color;Norma;P-00A0;200000.00
467;Borrador;Offi-Esco;0ZH1WU;197500.00
468;Esfero;Condor;EZVVSK;84000.00
469;Carpeta;Pelikan;3SAY7I;138000.00
470;Hojas;Paper-Mate;J2VL9D;92500.00
471;Lámina;Xerox;L-CVFU;94000.00
472;Lámina;Paper-Mate;8W8GSU;179000.00
473;Block;Condor;H3R/GK;61500.00
474;Carpeta;Bic;MVQHI5;149000.00
475;Pincel;Condor;V9BHLM;182000.00
476;Lápiz;Condor;G3B1RC;183000.00
477;Colbón;Condor;5LJUQ-;169500.00
478;Pincel;Offi-Esco;ZTC3T1;80500.00
479;Esfero;Paper-Mate;60J331;51500.00
480;Pincel;Faber-Castell;QO3CLM;144000.00
481;Color;Norma;01KCPX;177500.00
482;Libro;Paper-Mate;4CBATP;148000.00
483;Plumón;Xerox;-1HHR/;136000.00
484;Cuaderno;Norma;PL7QG8;189000.00
485;Borrador;Norma;4VCP95;110000.00
486;Libro;Faber-Castell;1EVGPW;169000.00
487;Pincel;Condor;MKBKSJ;162500.00
488;Corrector;Faber-Castell;FFY2CJ;144000.00
489;Color;Bic;IAUC1T;142000.00
490;Color;Offi-Esco;A8YDXS;163000.00
491;Hojas;Offi-Esco;RK3UY1;160000.00
492;Esfero;Condor;G/1AU3;191500.00
493;Hojas;Faber-Castell;PAJJZ7;168500.00
494;Carpeta;Bic;H2J6B2;176500.00
495;Libro;Norma;VRETL0;81500.00
496;Corrector;Paper-Mate;Q/GUFL;93500.00
497;Cuaderno;Norma;66MX/F;53500.00
498;Borrador;Bic;/AP/GW;55000.00
499;Cuaderno;Paper-Mate;0YRIAS;139500.00
500;Cuaderno;Condor;JQP-V7;48500.00
501;Pincel;Offi-Esco;EZR-PB;47500.00
502;Borrador;Bic;YQKLRA;40000.00
503;Hojas;Pelikan;APXY9X;185000.00
504;Color;Paper-Mate;B1GHZT;51000.00
505;Pincel;Pelikan;X28EG/;171500.00
506;Pincel;Faber-Castell;-Z/D-J;40500.00
507;Plumón;Norma;XIPV24;159500.00
508;Plumón;Kilométrico;HGSUJ/;52000.00
509;Cuaderno;Kilométrico;-Y7Y2K;115000.00
510;Libro;Paper-Mate;LZ3ZG6;160000.00
511;Corrector;Pelikan;K2/4MR;158500.00
512;Lápiz;Kilométrico;P6F/BV;83500.00
513;Esfero;Xerox;U/F3C4;118000.00
514;Corrector;Xerox;6J/L1C;165000.00
515;Color;Norma;9WAI5R;87000.00
516;Colbón;Offi-Esco;8OM9PF;92500.00
517;Libro;Pelikan;UGRXMH;186500.00
518;Color;Xerox;A3427T;165000.00
519;Esfero;Pelikan;LBVRUK;95000.00
520;Borrador;Condor;6YXL93;62000.00
521;Libro;Norma;CE8ULL;182500.00
522;Esfero;Offi-Esco;P5EXHM;79000.00
523;Plumón;Paper-Mate;D3M6JD;190500.00
524;Plumón;Paper-Mate;ZRV1Z8;150000.00
525;Carpeta;Paper-Mate;-UR9VT;170500.00
526;Pincel;Pelikan;5BG8CI;109000.00
527;Plumón;Bic;G6WXWV;189000.00
528;Libro;Kilométrico;XO7660;42500.00
529;Hojas;Bic;Z4AWDV;76500.00
530;Colbón;Condor;7QECO6;92000.00
531;Borrador;Kilométrico;T3ZXBX;114500.00
532;Block;Norma;Y-4F81;126000.00
533;Carpeta;Paper-Mate;MLU1M1;103000.00
534;Plumón;Kilométrico;ZK/1WZ;159000.00
535;Borrador;Pelikan;02UEEG;159000.00
536;Hojas;Xerox;BUHCU4;120500.00
537;Pincel;Offi-Esco;HSGYHO;138500.00
538;Color;Faber-Castell;3X47P/;173000.00
539;Color;Faber-Castell;X86DAC;75500.00
540;Esfero;Bic;TLSXK5;80500.00
541;Borrador;Condor;T4L7UX;49500.00
542;Pincel;Faber-Castell;R44IJA;151500.00
543;Lámina;Condor;I4G4PF;147000.00
544;Colbón;Bic;M7C-ZF;113500.00
545;Esfero;Faber-Castell;WPFBBM;182000.00
546;Color;Bic;VA2H6Y;148500.00
547;Plumón;Pelikan;2MG5J-;189000.00
548;Carpeta;Faber-Castell;4S7R1G;181500.00
549;Colbón;Bic;16UV86;116000.00
550;Colbón;Paper-Mate;W51FA6;81000.00
551;Lápiz;Faber-Castell;ZQ5HEX;70000.00
552;Plumón;Offi-Esco;S48MLC;191500.00
553;Lámina;Paper-Mate;C9EAQP;104000.00
554;Esfero;Kilométrico;FQH0GM;42000.00
555;Libro;Pelikan;VLUZMH;105500.00
556;Plumón;Offi-Esco;B8LQHP;137500.00
557;Block;Pelikan;1P0H2B;133500.00
558;Plumón;Norma;ASPLOP;68000.00
559;Cuaderno;Norma;TFOZX-;191000.00
560;Cuaderno;Xerox;RR8VEK;119500.00
561;Libro;Kilométrico;5CIHDW;101500.00
562;Cuaderno;Bic;2ROYJC;135000.00
563;Colbón;Condor;J3T1J/;118000.00
564;Block;Norma;WHC43M;99000.00
