63;Esfero;Offi-Esco;P454UQ;61500.00
64;Borrador;Xerox;HS62TV;104500.00
65;Block;Offi-Esco;ITM/9D;113000.00
66;Corrector;Xerox;I/MXUS;125500.00
67;Plumón;Offi-Esco;FG20RZ;140500.00
68;Plumón;Kilométrico;MJUH-3;93500.00
69;Libro;Kilométrico;5PWUPL;169500.00
70;Lámina;Kilométrico;7O-FJ2;66500.00
71;Libro;Condor;PI1RDK;61000.00
72;Colbón;Paper-Mate;310JJU;122500.00
73;Lápiz;Norma;VMUH73;143500.00
74;Lápiz;Norma;A80SB/;144500.00
75;Pincel;Condor;7GABPW;188000.00
76;Plumón;Paper-Mate;9Q25Y5;200000.00
77;Hojas;Faber-Castell;P6A-2Z;110000.00
78;Colbón;Paper-Mate;PDS1XW;86000.00
79;Hojas;Bic;TI--KI;117500.00
80;Lápiz;Offi-Esco;14CWSZ;139500.00
81;Esfero;Condor;88ECXV;81000.00
82;Borrador;Faber-Castell;W7U7WL;74000.00
83;Borrador;Xerox;EQMTHP;72000.00
84;Lápiz;Offi-Esco;9UOUFX;96000.00
85;Esfero;Norma;KFM5RA;61500.00
86;Lámina;Pelikan;-V9TPI;55500.00
87;Borrador;Kilométrico;XGSR5H;53000.00
88;Esfero;Condor;S2TZWU;116500.00
89;Pincel;Xerox;79/DMW;115500.00
90;Borrador;Paper-Mate;HH54Q7;131000.00
91;Carpeta;Paper-Mate;CV962Q;167000.00
92;Lápiz;Condor;F0-GA/;146000.00
93;Block;Bic;BJUY9Y;186500.00
94;Lámina;Condor;CODLDE;71000.00
95;Cuaderno;Xerox;L17AK9;88500.00
96;Esfero;Kilométrico;L075HU;78500.00
97;Borrador;Bic;UGKD9G;67000.00
98;Carpeta;Offi-Esco;6WPL95;61500.00
99;Cuaderno;Xerox;T0-KO7;146000.00
100;Hojas;Paper-Mate;C65LC3;107000.00
101;Lápiz;Offi-Esco;A7US44;116500.00
102;Cuaderno;Pelikan;K0S10D;195500.00
103;Carpeta;Kilométrico;09WDQZ;177500.00
104;Colbón;Kilométrico;OOJL6X;111000.00
105;Block;Xerox;11YV2H;197500.00
106;Cuaderno;Kilométrico;WA6UOW;180000.00
107;Lápiz;Pelikan;WYIXXA;176500.00
108;Block;Condor;Q/VXO6;118500.00
109;Libro;Faber-Castell;C66DEO;137000.00
110;Esfero;Paper-Mate;3V0PQT;159000.00
111;Lámina;Bic;D65O/7;190500.00
112;Hojas;Pelikan;H-P0AP;108000.00
113;Color;Kilométrico;ZHJY9W;156000.00
114;Plumón;Norma;J1A250;74000.00
115;Cuaderno;Offi-Esco;AR7/G3;115500.00
116;Cuaderno;Norma;Y3JC85;125000.00
117;Colbón;Norma;FHYAX8;69000.00
118;Lápiz;Kilométrico;WEVMU6;185000.00
119;Corrector;Xerox;1-1FG5;168500.00
120;Colbón;Offi-Esco;I6U4KC;188000.00
121;Plumón;Paper-Mate;X/V/U0;174000.00
122;Lámina;Offi-Esco;89BDF3;93500.00
123;Color;Xerox;200TI1;129000.00
124;Pincel;Kilométrico;HRWIR0;123000.00
125;Esfero;Pelikan;/260LU;107000.00
126;Color;Paper-Mate;D4SRU1;119000.00
127;Block;Xerox;M3ITF3;166500.00
128;Lápiz;Bic;WSJAWE;190000.00
129;Hojas;Faber-Castell;P1F8CZ;114500.00
130;Corrector;Paper-Mate;HSZV/W;76000.00
131;Block;Bic;P7M287;181500.00
132;Color;Xerox;22ADTG;136000.00
133;Colbón;Xerox;DFTLB8;124000.00
134;Hojas;Paper-Mate;01TQ2-;114000.00
135;Borrador;Pelikan;UOU7CT;58500.00
136;Lápiz;Norma;B4/H86;41000.00
137;Block;Condor;53XFKY;135000.00
138;Block;Condor;1E0BYI;88000.00
139;Colbón;Kilométrico;152/GY;60500.00
140;Borrador;Pelikan;MJVLP7;119000.00
141;Hojas;Pelikan;9E1XOG;82000.00
142;Esfero;Norma;3/7I6F;191000.00
143;Libro;Offi-Esco;E6M/AB;154000.00
144;Libro;Faber-Castell;QHRVVO;86000.00
145;Esfero;Faber-Castell;66KORE;181500.00
146;Esfero;Kilométrico;/5DFMR;119500.00
147;Cuaderno;Pelikan;KA4R6M;57000.00
148;Lámina;Paper-Mate;B96O74;43500.00
149;Plumón;Xerox;5TG938;54500.00
150;Plumón;Xerox;/AV0BR;114500.00
151;Plumón;Offi-Esco;AG/YI5;165500.00
152;Color;Offi-Esco;2EZ8EX;184000.00
153;Hojas;Kilométrico;QB6XMG;172000.00
154;Cuaderno;Kilométrico;UB-G5H;96500.00
155;Plumón;Kilométrico;U89AHJ;114000.00
156;Esfero;Faber-Castell;YTYZ4-;103000.00
157;Plumón;Faber-Castell;LEUK3E;177000.00
158;Libro;Kilométrico;VO8GXM;128000.00
159;Cuaderno;Norma;2FWPFO;57000.00
160;Block;Faber-Castell;EW7/2D;53500.00
161;Plumón;Faber-Castell;J95WFH;81500.00
162;Lámina;Faber-Castell;3GX9E0;178000.00
163;Hojas;Faber-Castell;JZ/7G5;48500.00
164;Carpeta;Pelikan;2WJWD4;89000.00
165;Esfero;Xerox;-7/EET;67500.00
166;Esfero;Condor;G5G64S;41500.00
167;Color;Xerox;CBV0U/;90000.00
168;Corrector;Xerox;Y93TZD;70000.00
169;Block;Pelikan;E4K70G;149500.00
170;Lámina;Kilométrico;QYSUWU;88000.00
171;Libro;Offi-Esco;0-E/37;198500.00
172;Borrador;Offi-Esco;DQ73/7;135000.00
173;Lámina;Faber-Castell;95BEB7;147500.00
174;Lámina;Kilométrico;13EAH/;145500.00
175;Corrector;Bic;SE1D8S;149500.00
176;Hojas;Bic;3LYJ78;102000.00
177;Esfero;Xerox;FMM6CH;185500.00
178;Libro;Pelikan;C378GU;77500.00
179;Colbón;Kilométrico;DYYKQ0;85000.00
180;Color;Norma;EJX6YG;65500.00
181;Borrador;Condor;CL2LGA;128500.00
182;Hojas;Kilométrico;RX53BD;197500.00
183;Esfero;Pelikan;YWZOYT;110500.00
184;Color;Faber-Castell;B66T26;80500.00
185;Block;Kilométrico;6UHM0D;166000.00
186;Color;Offi-Esco;XA8I7X;90000.00
187;Borrador;Faber-Castell;MRPB5Y;178000.00
188;Borrador;Pelikan;1-V-WE;54500.00
189;Colbón;Pelikan;PAWKVC;50500.00
190;Color;Kilométrico;7U-AGU;166000.00
191;Lámina;Pelikan;OXPKTT;71500.00
192;Plumón;Paper-Mate;XYGVFE;147500.00
193;Pincel;Bic;K2XC8L;149000.00
194;Pincel;Faber-Castell;7SI068;76000.00
195;Carpeta;Bic;K3I3D3;158000.00
196;Corrector;Paper-Mate;UEELOU;172000.00
197;Borrador;Paper-Mate;AAM3X4;94500.00
198;Libro;Bic;3WR8LZ;114500.00
199;Cuaderno;Condor;HHRUL1;186000.00
200;Block;Kilométrico;1O5R6Z;146000.00
201;Libro;Pelikan;AH8ESD;55000.00
202;Lámina;Faber-Castell;ZLUH4I;78500.00
203;Hojas;Offi-Esco;WIQO6/;176000.00
204;Hojas;Faber-Castell;WEPUKP;156000.00
205;Corrector;Paper-Mate;B3SCR-;152500.00
206;Libro;Kilométrico;HKIMHW;68500.00
207;Colbón;Condor;JPA9JF;198500.00
208;Borrador;Kilométrico;P505SZ;177500.00
209;Block;Kilométrico;1JTSY7;148500.00
210;Lápiz;Offi-Esco;X8YVOS;72500.00
211;Corrector;Condor;D2LBCH;151500.00
212;Esfero;Xerox;BBVLTK;139000.00
213;Corrector;Kilométrico;PTT3L5;149500.00
214;Cuaderno;Norma;CVK9ZJ;106000.00
215;Color;Xerox;PS6B1X;99000.00
216;Lápiz;Norma;YAGD7H;114000.00
217;Color;Faber-Castell;T9IFO8;112000.00
218;Hojas;Pelikan;A1EA69;153500.00
219;Libro;Faber-Castell;4DSXR7;55000.00
220;Plumón;Xerox;L/M2UE;57500.00
221;Pincel;Kilométrico;C84ZWQ;146500.00
222;Cuaderno;Kilométrico;PM46P9;48000.00
223;Hojas;Pelikan;QXJBCW;102500.00
224;Block;Faber-Castell;L79/6I;43000.00
225;Lápiz;Offi-Esco;A6I28M;178500.00
226;Lápiz;Pelikan;RECE1G;76000.00
227;Lápiz;Xerox;R0Y9K/;89000.00
228;Cuaderno;Xerox;2QGO5A;123500.00
229;Plumón;Pelikan;QMMYGY;154000.00
230;Pincel;Condor;176USS;156000.00
231;Hojas;Faber-Castell;V1OJS4;162500.00
232;Colbón;Offi-Esco;Q481WA;84000.00
233;Color;Xerox;5VL/KX;119500.00
234;Borrador;Bic;Q9-QXW;190000.00
235;Pincel;Offi-Esco;K6XJ4P;70500.00
236;Esfero;Paper-Mate;90CYJ7;193500.00
237;Lámina;Condor;TVHS0I;76500.00
238;Esfero;Condor;T/8E35;128000.00
239;Plumón;Faber-Castell;YMQZUJ;90000.00
240;Borrador;Kilométrico;LUSSSA;97500.00
241;Corrector;Xerox;8V5EA2;60500.00
242;Lápiz;Norma;CWY6DU;174000.00
243;Esfero;Bic;UW1-FT;79500.00
244;Pincel;Kilométrico;U19Z1Z;86500.00
245;Hojas;Bic;8JCMUE;120500.00
246;Libro;Faber-Castell;CEGZYQ;94500.00
247;Color;Kilométrico;VAEE5M;164500.00
248;Hojas;Faber-Castell;TEV-X1;184500.00
249;Lámina;Condor;O62PGG;100500.00
250;Block;Kilométrico;WX4KLH;139000.00
251;Carpeta;Norma;JWERWG;200000.00
252;Plumón;Paper-Mate;KDJE0A;68000.00
253;Plumón;Faber-Castell;96WZ08;101000.00
254;Libro;Condor;97VDCF;45000.00
255;Lápiz;Offi-Esco;4YBOPR;181500.00
256;Colbón;Condor;RHWWEX;50000.00
257;Lápiz;Kilométrico;6OV5BZ;198000.00
258;Plumón;Condor;T714DM;122000.00
259;Esfero;Xerox;3PJ416;152500.00
260;Pincel;Condor;OEVZB/;64000.00
261;Block;Xerox;Z-LEMY;69500.00
262;Cuaderno;Paper-Mate;IO47CC;49500.00
263;Libro;Offi-Esco;S1KPGP;112500.00
264;Lápiz;Faber-Castell;RVX1-I;178500.00
265;Color;Norma;8R1MZZ;128000.00
266;Corrector;Norma;DF2HXC;84000.00
267;Lápiz;Xerox;8AJZZ9;129000.00
268;Carpeta;Kilométrico;SGPOCT;82500.00
269;Colbón;Kilométrico;Q33M39;139000.00
270;Cuaderno;Bic;A8ZKTK;146000.00
271;Lámina;Kilométrico;KBTT2H;137500.00
272;Colbón;Offi-Esco;ES2B71;51500.00
273;Lámina;Kilométrico;SO69BW;86000.00
274;Borrador;Kilométrico;D7Q4-R;117000.00
275;Pincel;Condor;HY1O0B;121000.00
276;Borrador;Faber-Castell;X/1YH6;77000.00
277;Block;Norma;3A/ZIU;78000.00
278;Borrador;Paper-Mate;1ATDVI;119500.00
279;Lámina;Offi-Esco;A4LXT2;118500.00
280;Lápiz;Kilométrico;7HRJX1;148000.00
281;Lápiz;Faber-Castell;KKF8EU;152500.00
282;Carpeta;Bic;LJ6KEX;116500.00
283;Libro;Xerox;G8JYG3;122500.00
284;Esfero;Offi-Esco;XJESQG;52500.00
285;Libro;Norma;A1SU6B;59000.00
286;Block;Xerox;4P2W1Z;74500.00
287;Borrador;Pelikan;XM3BRC;44500.00
288;Colbón;Bic;KVVRHG;175500.00
289;Corrector;Bic;3P18UJ;75500.00
290;Lápiz;Faber-Castell;Q1IHJH;83000.00
291;Corrector;Kilométrico;Z-CETC;102500.00
292;Color;Norma;1E6M/W;42500.00
293;Cuaderno;Paper-Mate;4PVL3C;191000.00
294;Hojas;Xerox;F3ADH9;62000.00
295;Block;Kilométrico;LQXQV8;107000.00
296;Corrector;Bic;711PGE;183500.00
297;Cuaderno;Condor;HCW0GF;127000.00
298;Libro;Condor;VPZZI3;136000.00
299;Carpeta;Condor;QGVO6Y;93500.00
300;Plumón;Kilométrico;TTMXHB;157500.00
301;Pincel;Paper-Mate;EK8H5X;162000.00
302;Lámina;Condor;2AKZ10;192500.00
303;Corrector;Offi-Esco;RX6-QR;59500.00
304;Plumón;Pelikan;VZ7O6V;124500.00
305;Borrador;Xerox;78A-WK;102500.00
306;Borrador;Condor;SVRMZ9;138000.00
307;Esfero;Xerox;DGXJCD;149500.00
308;Block;Offi-Esco;CG3SFV;60000.00
309;Plumón;Bic;FS1OKE;81500.00
310;Lápiz;Bic;H7/Z05;46000.00
311;Corrector;Xerox;/QXYAZ;183000.00
312;Esfero;Xerox;D/FXI7;84500.00
313;Corrector;Kilométrico;TTXI9-;107500.00
314;Borrador;Offi-Esco;QEGZQ9;48500.00
315;Cuaderno;Norma;4IH4RI;128500.00
316;Block;Faber-Castell;KLRUMV;182000.00
317;Borrador;Faber-Castell;YIFZI1;73000.00
318;Corrector;Paper-Mate;FFA5VD;63500.00
319;Corrector;Offi-Esco;UP1EZD;129500.00
320;Block;Paper-Mate;0XSO1F;180000.00
321;Corrector;Paper-Mate;O60GYJ;173000.00
322;Corrector;Condor;3ESCMH;61000.00
323;Cuaderno;Paper-Mate;DJL2DO;102500.00
324;Corrector;Kilométrico;YUDX9Q;160500.00
325;Color;Bic;PDSJKU;181000.00
326;Carpeta;Condor;ZP8AI-;167000.00
327;Color;Paper-Mate;1KVF1R;71000.00
328;Block;Faber-Castell;4841L4;120000.00
329;Carpeta;Offi-Esco;XW-T7Y;60500.00
330;Carpeta;Condor;2MBF2S;46500.00
331;Pincel;Bic;58B1CM;109500.00
332;Plumón;Kilométrico;CX34T0;76500.00
333;Block;Offi-Esco;QACZAL;68500.00
334;Cuaderno;Kilométrico;1Q5E0X;59000.00
335;Hojas;Kilométrico;FWJBCF;147500.00
336;Plumón;Paper-Mate;F-XA66;52000.00
337;Lápiz;Faber-Castell;M8-SW7;98000.00
338;Lápiz;Norma;3-X70F;164500.00
339;Colbón;Norma;6DZZ9I;198000.00
340;Plumón;Pelikan;FTJ/BP;112500.00
341;Carpeta;Pelikan;AP/B--;96500.00
342;Lámina;Xerox;R8ZGJD;55000.00
343;Block;Bic;IR/GS4;47500.00
344;Libro;Paper-Mate;K3P8TJ;88500.00
345;Carpeta;Pelikan;3WF-LP;150500.00
346;Borrador;Condor;8-95XE;146000.00
347;Libro;Offi-Esco;5VZW9/;95000.00
348;Colbón;Condor;5IHE50;75500.00
349;Libro;Norma;LJ5BTI;133500.00
350;Colbón;Bic;DE7AKU;163000.00
351;Corrector;Offi-Esco;88OFOT;68000.00
352;Color;Offi-Esco;2VV8ZX;93500.00
353;Cuaderno;Faber-Castell;MV1FAG;41000.00
354;Libro;Faber-Castell;AX-PM/;94000.00
355;Esfero;Offi-Esco;G5ZD58;158500.00
356;Color;Bic;65HCZH;104000.00
357;Corrector;Kilométrico;MU-6FP;98000.00
358;Block;Offi-Esco;UF6WYZ;61000.00
359;Block;Bic;I9QVQT;109500.00
360;Colbón;Xerox;Z-ZH9I;143500.00
361;Pincel;Pelikan;UASA08;128500.00
362;Libro;Norma;VB9J71;125000.00
363;Block;Bic;MU47SL;171500.00
364;Lápiz;Bic;SB6Q76;156000.00
365;Hojas;Paper-Mate;779GAS;145500.00
366;Lámina;Condor;LESX-C;136500.00
367;Esfero;Bic;3LJ6GL;84000.00
368;Colbón;Paper-Mate;Z442VW;110000.00
369;Hojas;Offi-Esco;M6JDK4;48000.00
370;Borrador;Norma;7XDV37;82000.00
371;Lámina;Offi-Esco;21TP6H;61500.00
372;Plumón;Condor;EILYGO;142500.00
373;Libro;Xerox;ES1F47;129500.00
374;Esfero;Bic;841ZU6;58500.00
375;Lápiz;Kilométrico;Z/018V;140500.00
376;Pincel;Offi-Esco;GBGS64;100500.00
377;Block;Bic;QPYK34;126000.00
378;Block;Paper-Mate;GHQET2;90500.00
379;Pincel;Bic;VCI8UH;115000.00
380;Cuaderno;Offi-Esco;IHZYKZ;85500.00
381;Lápiz;Offi-Esco;EDXYIC;73500.00
382;Corrector;Pelikan;11JDGH;62000.00
383;Color;Condor;EHXG3/;95500.00
384;Esfero;Faber-Castell;QJZT4D;100500.00
385;Libro;Kilométrico;4ZW60O;85500.00
386;Carpeta;Norma;851GT/;107500.00
387;Block;Bic;VZAXKH;187500.00
388;Color;Paper-Mate;89Z6/I;63500.00
389;Esfero;Paper-Mate;Q8G96P;186000.00
390;Cuaderno;Bic;D9T-C8;104000.00
391;Color;Norma;18ED9I;198000.00
392;Esfero;Pelikan;526KAS;95000.00
393;Plumón;Offi-Esco;ILTM-F;133500.00
394;Color;Kilométrico;XAZRTF;120500.00
395;Cuaderno;Xerox;9B--94;118500.00
396;Plumón;Norma;RV-0OO;129000.00
397;Block;Bic;8F9-TQ;77500.00
398;Cuaderno;Offi-Esco;8GAS16;193500.00
399;Cuaderno;Faber-Castell;QKBM57;99500.00
400;Block;Offi-Esco;BWQC5X;111500.00
401;Borrador;Offi-Esco;JBJ9R5;100000.00
402;Borrador;Kilométrico;T/TT2J;66000.00
403;Colbón;Faber-Castell;POA2LY;193000.00
404;Block;Kilométrico;2YAFAT;119500.00
405;Carpeta;Offi-Esco;YFW59X;181500.00
406;Lámina;Bic;-JU66A;126500.00
407;Plumón;Paper-Mate;FHSOBU;180500.00
408;Hojas;Faber-Castell;1DQ0AM;159000.00
409;Borrador;Faber-Castell;IICE6/;44500.00
410;Libro;Faber-Castell;HYS0XJ;57000.00
411;Cuaderno;Bic;1B41A-;127000.00
412;Colbón;Kilométrico;7-96FY;179000.00
413;Esfero;Kilométrico;C1ASLC;103500.00
414;Lápiz;Faber-Castell;O1I5Y7;144000.00
415;Pincel;Bic;BG8EWC;158000.00
416;Colbón;Norma;4BHV4V;79000.00
417;Plumón;Norma;QARUPX;126500.00
418;Libro;Xerox;S122JR;193000.00
419;Color;Paper-Mate;1-7-0T;88500.00
420;Borrador;Norma;ZTYPY4;65000.00
421;Libro;Faber-Castell;8JUCWY;120500.00
422;Libro;Offi-Esco;-2USXL;78000.00
423;Corrector;Xerox;WSA-HE;168500.00
424;Lámina;Pelikan;Z24-YK;91000.00
425;Pincel;Norma;UR4AG1;200000.00
426;Hojas;Pelikan;A7XCFR;86500.00
427;Hojas;Kilométrico;5A1FJ8;157500.00
428;Lámina;Bic;M/69F6;125500.00
429;Carpeta;Condor;RKA8-4;69500.00
430;Color;Faber-Castell;AOPFPL;91500.00
431;Corrector;Faber-Castell;0D6XKX;59000.00
432;Lápiz;Faber-Castell;11TRU/;75000.00
433;Lámina;Offi-Esco;-YCY80;173500.00
434;Carpeta;Bic;97CLZ9;158000.00
435;Color;Norma;CW/E4L;164500.00
436;Corrector;Condor;MKUP73;174000.00
437;Lápiz;Kilométrico;335513;184000.00
438;Block;Pelikan;0H4J/9;185500.00
439;Block;Offi-Esco;TKTS42;127500.00
440;Corrector;Bic;6L08SK;193500.00
441;Lámina;Faber-Castell;Z6UXI9;109500.00
442;Plumón;Offi-Esco;D4KKTB;97500.00
443;Cuaderno;Xerox;JD-2OW;73000.00
444;Plumón;Kilométrico;5TSKKC;171000.00
445;Libro;Offi-Esco;ZX1IBD;103000.00
446;Corrector;Norma;COVQXP;158500.00
447;Carpeta;Kilométrico;HWL-QT;199500.00
448;Hojas;Bic;-UL8ST;137500.00
449;Carpeta;Pelikan;T01OQF;166000.00
450;Block;Pelikan;GGY2V4;49500.00
451;Hojas;Pelikan;4-7AJ0;102500.00
452;Carpeta;Faber-Castell;I4X23G;113500.00
453;Libro;Faber-Castell;8W666U;144000.00
454;Color;Xerox;3X-G5E;141500.00
455;Carpeta;Condor;0HI178;41000.00
456;Hojas;Offi-Esco;8EDGOW;147500.00
457;Colbón;Condor;--TEM-;67000.00
458;Hojas;Condor;G1-IFO;193500.00
459;Carpeta;Condor;-7PZ6X;46500.00
460;Lápiz;Pelikan;IMA4UC;183000.00
461;Pincel;Condor;QOWJWY;150500.00
462;Color;Kilométrico;US-SI5;94000.00
463;Plumón;Paper-Mate;V1UYC8;166500.00
464;Pincel;Offi-Esco;AB8MOS;51000.00
465;Borrador;Xerox;PFCS8O;137000.00
466;Borrador;Offi-Esco;7S44T2;155500.00
467;Esfero;Paper-Mate;SUAMS6;75500.00
468;Lápiz;Kilométrico;0657Q8;91000.00
469;Pincel;Kilométrico;93U6B4;127500.00
470;Lámina;Bic;K5K6YK;61000.00
471;Hojas;Condor;K1Q5JV;97000.00
472;Lámina;Norma;J/2YU3;163500.00
473;Carpeta;Bic;VKI525;80500.00
474;Pincel;Kilométrico;QWAL2D;163000.00
475;Plumón;Paper-Mate;O4K/VR;48000.00
476;Esfero;Paper-Mate;XMCGEG;131500.00
477;Hojas;Offi-Esco;/E-JYW;126500.00
478;Pincel;Offi-Esco;TZZR42;115000.00
479;Corrector;Faber-Castell;FVST42;131000.00
480;Lápiz;Norma;Z9GV0T;137500.00
481;Colbón;Faber-Castell;P27RG6;200000.00
482;Borrador;Norma;P6JA-8;58000.00
483;Corrector;Condor;07AY-J;171500.00
484;Lámina;Faber-Castell;A-Z53C;153000.00
485;Colbón;Norma;4REKTV;199500.00
486;Block;Kilométrico;JPA7RX;86500.00
487;Lámina;Paper-Mate;2T4QXW;164500.00
488;Plumón;Kilométrico;5J26L6;65500.00
489;Libro;Faber-Castell;3GGHY2;87000.00
490;Hojas;Bic;3282WI;163500.00
491;Pincel;Norma;-GVKU1;122000.00
492;Colbón;Faber-Castell;5C341S;108000.00
493;Corrector;Pelikan;4OW1EL;184500.00
494;Pincel;Paper-Mate;22PLEZ;60000.00
495;Corrector;Condor;OKPE-1;149000.00
496;Cuaderno;Bic;W/1IMP;96000.00
497;Pincel;Norma;6Y19M4;105500.00
498;Carpeta;Offi-Esco;SLZ50W;71500.00
499;Colbón;Paper-Mate;IRPUD9;137000.00
500;Esfero;Offi-Esco;OLG/8S;180500.00
501;Libro;Kilométrico;HDYK/J;84500.00
502;Libro;Paper-Mate;0R-6BV;41000.00
503;Block;Bic;EEKUMO;104500.00
504;Colbón;Xerox;CSD7A2;133000.00
505;Plumón;Condor;SZS4JF;151500.00
506;Lámina;Faber-Castell;SG9O/D;172500.00
507;Carpeta;Condor;RQRB57;145000.00
508;Libro;Pelikan;7VFYLO;98500.00
509;Borrador;Bic;69W432;81000.00
510;Pincel;Faber-Castell;ORS0DU;121000.00
511;Colbón;Norma;SGUKHL;73000.00
512;Color;Offi-Esco;YVWP9R;110500.00
513;Lámina;Pelikan;QOLM2H;173000.00
514;Esfero;Kilométrico;H7HMES;130500.00
515;Lámina;Xerox;4MUAZO;90000.00
516;Hojas;Xerox;JZH0KR;135500.00
517;Colbón;Kilométrico;G3EBRF;95000.00
518;Plumón;Kilométrico;AAF33M;185500.00
519;Hojas;Norma;FEQ/CR;140500.00
520;Hojas;Norma;TGMS1L;116500.00
521;Cuaderno;Condor;GUZDZ6;85500.00
522;Esfero;Norma;FFWV49;155500.00
523;Corrector;Faber-Castell;LHTPQE;90500.00
524;Lámina;Kilométrico;QJ9VM/;60000.00
525;Carpeta;Condor;21HIQA;146500.00
526;Corrector;Bic;9ZBE1W;67500.00
527;Block;Paper-Mate;RT4J1D;177500.00
528;Lámina;Condor;ULUXQM;159500.00
529;Pincel;Pelikan;-2TH0I;120500.00
530;Esfero;Paper-Mate;/AIFPR;91500.00
531;Lápiz;Offi-Esco;EK/3M3;166500.00
532;Block;Paper-Mate;4E9PME;154000.00
533;Borrador;Xerox;X9TM0/;159000.00
534;Block;Kilométrico;0DZ2KB;189500.00
535;Lápiz;Norma;5WFPQ4;181500.00
536;Lápiz;Offi-Esco;EBP4RG;185500.00
537;Carpeta;Pelikan;-SJ/CT;164000.00
538;Colbón;Condor;Q2VZSA;85000.00
539;Color;Faber-Castell;E7KMSM;91500.00
540;Lápiz;Condor;PXPH54;64000.00
541;Libro;Paper-Mate;L5JPYY;137500.00
542;Corrector;Faber-Castell;WGLEV5;54500.00
543;Color;Pelikan;OB0XP/;78000.00
544;Cuaderno;Bic;W7YQUT;146000.00
545;Pincel;Faber-Castell;VSBM0J;87500.00
546;Carpeta;Bic;-A1JEM;185500.00
547;Color;Paper-Mate;OQHJFU;41000.00
548;Plumón;Norma;F5MVR4;155000.00
549;Borrador;Xerox;Y-AHL7;49000.00
550;Borrador;Xerox;WCUAU9;55500.00
551;Esfero;Norma;-BCJM9;125000.00
552;Block;Kilométrico;A5KZU5;176500.00
553;Esfero;Paper-Mate;D43AH5;193500.00
554;Corrector;Faber-Castell;75CERP;57500.00
555;Plumón;Bic;GDC0ZR;180000.00
556;Plumón;Pelikan;AZJPFU;146000.00
557;Plumón;Bic;ZQV6LH;176500.00
558;Hojas;Offi-Esco;/XFYV1;68500.00
559;Lápiz;Paper-Mate;9C7DEQ;43000.00
560;Pincel;Kilométrico;XJRKS/;157000.00
561;Corrector;Norma;49UW6O;41000.00
562;Block;Bic;QD4II0;65500.00
563;Lápiz;Faber-Castell;SKA46X;80500.00
